region	chr	midPos	Nsites	Fst	zscore	outlier	high_thresh	low_thresh	block
(15703293,15736907)(24220001,24269430)(24220001,24270001)	NC_133883.1	24245001	33616	0.892407	1.0914809079506191	high	0.8832103499999998	0.055679349999999996	False
(15798210,15832808)(24370928,24420000)(24370001,24420001)	NC_133883.1	24395001	34600	0.890484	1.0857723785841604	high	0.8832103499999998	0.055679349999999996	True
(15804318,15840144)(24380001,24430000)(24380001,24430001)	NC_133883.1	24405001	35828	0.900328	1.1149948242853684	high	0.8832103499999998	0.055679349999999996	True
(15812034,15846947)(24390001,24440000)(24390001,24440001)	NC_133883.1	24415001	34915	0.91174	1.1488719626785202	high	0.8832103499999998	0.055679349999999996	True
(15818080,15854955)(24400001,24450000)(24400001,24450001)	NC_133883.1	24425001	36877	0.931099	1.2063401998107517	high	0.8832103499999998	0.055679349999999996	True
(15825684,15861181)(24410001,24460000)(24410001,24460001)	NC_133883.1	24435001	35499	0.926988	1.1941364742644633	high	0.8832103499999998	0.055679349999999996	True
(15832809,15868308)(24420001,24470000)(24420001,24470001)	NC_133883.1	24445001	35501	0.927442	1.1954841977862376	high	0.8832103499999998	0.055679349999999996	True
(15840145,15874668)(24430001,24480000)(24430001,24480001)	NC_133883.1	24455001	34525	0.944949	1.2474546728869131	high	0.8832103499999998	0.055679349999999996	True
(15846948,15881058)(24440001,24490000)(24440001,24490001)	NC_133883.1	24465001	34112	0.94339	1.2428266971810837	high	0.8832103499999998	0.055679349999999996	True
(15854956,15887857)(24450001,24500000)(24450001,24500001)	NC_133883.1	24475001	32903	0.909349	1.1417741500341085	high	0.8832103499999998	0.055679349999999996	True
(15861182,15895484)(24460001,24509905)(24460001,24510001)	NC_133883.1	24485001	34304	0.90903	1.1408271813040511	high	0.8832103499999998	0.055679349999999996	True
(15868309,15899882)(24470001,24520000)(24470001,24520001)	NC_133883.1	24495001	31575	0.898659	1.11004030763814	high	0.8832103499999998	0.055679349999999996	True
(15899883,15932106)(24520001,24570000)(24520001,24570001)	NC_133883.1	24545001	32225	0.893816	1.0956636005545408	high	0.8832103499999998	0.055679349999999996	True
(15906461,15939602)(24530001,24580000)(24530001,24580001)	NC_133883.1	24555001	33143	0.914431	1.1568603415267475	high	0.8832103499999998	0.055679349999999996	True
(15912910,15947938)(24540001,24590000)(24540001,24590001)	NC_133883.1	24565001	35030	0.915809	1.1609510089562747	high	0.8832103499999998	0.055679349999999996	True
(15918381,15955961)(24550192,24600000)(24550001,24600001)	NC_133883.1	24575001	37582	0.883997	1.0665153687036506	high	0.8832103499999998	0.055679349999999996	True
(15955962,15992625)(24600001,24650000)(24600001,24650001)	NC_133883.1	24625001	36665	0.894303	1.0971092863587348	high	0.8832103499999998	0.055679349999999996	False
(16426510,16460963)(25290079,25340000)(25290001,25340001)	NC_133883.1	25315001	34455	0.886116	1.0728057346566027	high	0.8832103499999998	0.055679349999999996	True
(16432806,16466937)(25300001,25350000)(25300001,25350001)	NC_133883.1	25325001	34133	0.886072	1.072675118280043	high	0.8832103499999998	0.055679349999999996	True
(16438557,16473173)(25310011,25359880)(25310001,25360001)	NC_133883.1	25335001	34618	0.906193	1.1324053935699667	high	0.8832103499999998	0.055679349999999996	True
(17270835,17305731)(26570001,26619983)(26570001,26620001)	NC_133883.1	26595001	34898	0.897217	1.105759652751799	high	0.8832103499999998	0.055679349999999996	True
(17277246,17312863)(26580450,26630000)(26580001,26630001)	NC_133883.1	26605001	35619	0.914601	1.1573649957089098	high	0.8832103499999998	0.055679349999999996	True
(17284148,17319076)(26590001,26639837)(26590001,26640001)	NC_133883.1	26615001	34930	0.91537	1.159647813744691	high	0.8832103499999998	0.055679349999999996	True
(17291263,17326352)(26600044,26649946)(26600001,26650001)	NC_133883.1	26625001	35091	0.907751	1.1370304007217833	high	0.8832103499999998	0.055679349999999996	True
(17299632,17329533)(26610001,26653881)(26610001,26660001)	NC_133883.1	26635001	29903	0.925001	1.1882379574411899	high	0.8832103499999998	0.055679349999999996	True
(17305732,17333705)(26620219,26670000)(26620001,26670001)	NC_133883.1	26645001	27975	0.902994	1.1229089892832778	high	0.8832103499999998	0.055679349999999996	True
(17412912,17449120)(26790001,26840000)(26790001,26840001)	NC_133883.1	26815001	36210	0.894209	1.0968302422815395	high	0.8832103499999998	0.055679349999999996	False
(17456510,17491286)(26850015,26900000)(26850001,26900001)	NC_133883.1	26875001	34778	0.935313	1.2188496864203504	high	0.8832103499999998	0.055679349999999996	True
(17465014,17498160)(26860001,26910000)(26860001,26910001)	NC_133883.1	26885001	33148	0.935207	1.2185350196950027	high	0.8832103499999998	0.055679349999999996	True
(17471076,17506312)(26870001,26920000)(26870001,26920001)	NC_133883.1	26895001	35238	0.926013	1.1912421341020616	high	0.8832103499999998	0.055679349999999996	True
(17477737,17512693)(26880001,26930000)(26880001,26930001)	NC_133883.1	26905001	34958	0.918518	1.168992821776731	high	0.8832103499999998	0.055679349999999996	True
(17483236,17519582)(26890001,26940000)(26890001,26940001)	NC_133883.1	26915001	36348	0.90323	1.1236095680302796	high	0.8832103499999998	0.055679349999999996	True
(17526768,17556424)(26950001,27000000)(26950001,27000001)	NC_133883.1	26975001	29658	0.916328	1.1624916884888763	high	0.8832103499999998	0.055679349999999996	True
(17532203,17562622)(26961713,27010000)(26960001,27010001)	NC_133883.1	26985001	30421	0.898738	1.110274823405145	high	0.8832103499999998	0.055679349999999996	True
(17535077,17569322)(26970001,27020000)(26970001,27020001)	NC_133883.1	26995001	34247	0.90036	1.1150898180137756	high	0.8832103499999998	0.055679349999999996	True
(17720317,17760668)(27260001,27310000)(27260001,27310001)	NC_133883.1	27285001	40353	0.885219	1.0701429417071935	high	0.8832103499999998	0.055679349999999996	True
(17728822,17767770)(27270001,27320000)(27270001,27320001)	NC_133883.1	27295001	38950	0.894385	1.0973527077877778	high	0.8832103499999998	0.055679349999999996	True
(17735779,17775269)(27280001,27329930)(27280001,27330001)	NC_133883.1	27305001	39492	0.893951	1.096064355346258	high	0.8832103499999998	0.055679349999999996	True
(17744619,17782089)(27290001,27339899)(27290001,27340001)	NC_133883.1	27315001	37472	0.89391	1.0959426446317364	high	0.8832103499999998	0.055679349999999996	True
(17752619,17788775)(27300001,27350000)(27300001,27350001)	NC_133883.1	27325001	36158	0.884219	1.0671743876944744	high	0.8832103499999998	0.055679349999999996	True
(937264,971296)(1560053,1609946)(1560001,1610001)	NC_133884.1	1585001	34034	0.917204	1.3133578548304652	high	0.8832103499999998	0.055679349999999996	True
(944840,976364)(1570020,1619080)(1570001,1620001)	NC_133884.1	1595001	31526	0.940871	1.3849355086045323	high	0.8832103499999998	0.055679349999999996	True
(952482,982575)(1580001,1629972)(1580001,1630001)	NC_133884.1	1605001	30095	0.947925	1.406269381495996	high	0.8832103499999998	0.055679349999999996	True
(960030,987363)(1590001,1640000)(1590001,1640001)	NC_133884.1	1615001	27335	0.956831	1.4332043789401943	high	0.8832103499999998	0.055679349999999996	True
(964885,993691)(1601026,1650000)(1600001,1650001)	NC_133884.1	1625001	28808	0.937011	1.3732614585108196	high	0.8832103499999998	0.055679349999999996	True
(971297,1000071)(1610185,1660000)(1610001,1660001)	NC_133884.1	1635001	28776	0.88423	1.2136324331231894	high	0.8832103499999998	0.055679349999999996	True
(2465697,2495468)(4000001,4050000)(4000001,4050001)	NC_133884.1	4025001	29773	0.905391	1.2776310274322709	high	0.8832103499999998	0.055679349999999996	True
(2471893,2503921)(4010046,4060000)(4010001,4060001)	NC_133884.1	4035001	32030	0.938944	1.3791075566536037	high	0.8832103499999998	0.055679349999999996	True
(2477894,2510820)(4020001,4070000)(4020001,4070001)	NC_133884.1	4045001	32928	0.896782	1.2515942664849207	high	0.8832103499999998	0.055679349999999996	True
(2485658,2517145)(4030001,4080000)(4030001,4080001)	NC_133884.1	4055001	31489	0.883725	1.2121051286420172	high	0.8832103499999998	0.055679349999999996	True
(2488985,2522921)(4040001,4089958)(4040001,4090001)	NC_133884.1	4065001	33938	0.890908	1.2338291446583745	high	0.8832103499999998	0.055679349999999996	True
(2495469,2528031)(4050001,4099569)(4050001,4100001)	NC_133884.1	4075001	32564	0.887881	1.2246743908672688	high	0.8832103499999998	0.055679349999999996	True
(2510821,2540618)(4070001,4119830)(4070001,4120001)	NC_133884.1	4095001	29799	0.91014	1.2919937382859088	high	0.8832103499999998	0.055679349999999996	True
(2517146,2546358)(4080001,4130000)(4080001,4130001)	NC_133884.1	4105001	29214	0.895466	1.247614201737945	high	0.8832103499999998	0.055679349999999996	True
(2522922,2553455)(4090112,4140000)(4090001,4140001)	NC_133884.1	4115001	30535	0.890417	1.2323441812915317	high	0.8832103499999998	0.055679349999999996	True
(6183898,6222759)(9590001,9640000)(9590001,9640001)	NC_133884.1	9615001	38863	0.895628	1.2481041489180438	high	0.8832103499999998	0.055679349999999996	True
(6192923,6228235)(9600001,9650000)(9600001,9650001)	NC_133884.1	9625001	35314	0.891323	1.2350842562617141	high	0.8832103499999998	0.055679349999999996	True
(6200292,6234926)(9610001,9660000)(9610001,9660001)	NC_133884.1	9635001	34636	0.88639	1.220165062191174	high	0.8832103499999998	0.055679349999999996	True
(6209000,6242644)(9620001,9669781)(9620001,9670001)	NC_133884.1	9645001	33646	0.886348	1.2200380388481853	high	0.8832103499999998	0.055679349999999996	True
(6386906,6420012)(9890001,9939995)(9890001,9940001)	NC_133884.1	9915001	33108	0.885591	1.2177485943090816	high	0.8832103499999998	0.055679349999999996	True
(6393710,6426309)(9900086,9950000)(9900001,9950001)	NC_133884.1	9925001	32601	0.883957	1.2128067813937637	high	0.8832103499999998	0.055679349999999996	True
(6400052,6433185)(9910017,9960000)(9910001,9960001)	NC_133884.1	9935001	33135	0.901785	1.2667251661271082	high	0.8832103499999998	0.055679349999999996	True
(6406494,6439830)(9920078,9969749)(9920001,9970001)	NC_133884.1	9945001	33338	0.912978	1.300576887033566	high	0.8832103499999998	0.055679349999999996	True
(6415122,6445397)(9930001,9979116)(9930001,9980001)	NC_133884.1	9955001	30277	0.919518	1.3203562361560741	high	0.8832103499999998	0.055679349999999996	True
(6420013,6450491)(9940258,9990000)(9940001,9990001)	NC_133884.1	9965001	30480	0.911469	1.296013119781905	high	0.8832103499999998	0.055679349999999996	True
(6426310,6456822)(9950001,10000000)(9950001,10000001)	NC_133884.1	9975001	30514	0.909989	1.291537059124212	high	0.8832103499999998	0.055679349999999996	True
(7408050,7443515)(11430001,11479874)(11430001,11480001)	NC_133884.1	11455001	35467	0.887073	1.222230703697393	high	0.8832103499999998	0.055679349999999996	False
(7413327,7448985)(11440080,11490000)(11440001,11490001)	NC_133884.1	11465001	35660	0.886876	1.2216349037314704	high	0.8832103499999998	0.055679349999999996	False
(7763415,7801485)(11960001,12010000)(11960001,12010001)	NC_133884.1	11985001	38072	0.887946	1.22487097461237	high	0.8832103499999998	0.055679349999999996	False
(8147076,8179800)(12520067,12569958)(12520001,12570001)	NC_133884.1	12545001	32726	0.89398	1.2431199948883966	high	0.8832103499999998	0.055679349999999996	True
(8152130,8186599)(12530001,12580000)(12530001,12580001)	NC_133884.1	12555001	34471	0.922134	1.3282679758050773	high	0.8832103499999998	0.055679349999999996	True
(8160018,8190995)(12540001,12590000)(12540001,12590001)	NC_133884.1	12565001	30979	0.922921	1.3306481513034587	high	0.8832103499999998	0.055679349999999996	True
(8167763,8198552)(12550115,12600000)(12550001,12600001)	NC_133884.1	12575001	30791	0.921637	1.3267648662463793	high	0.8832103499999998	0.055679349999999996	True
(8311976,8346102)(12770001,12819782)(12770001,12820001)	NC_133884.1	12795001	34128	0.914484	1.3051315811892996	high	0.8832103499999998	0.055679349999999996	False
(8318261,8352086)(12780001,12830000)(12780001,12830001)	NC_133884.1	12805001	33827	0.905193	1.2770322031010395	high	0.8832103499999998	0.055679349999999996	False
(8524957,8561095)(13100111,13149985)(13100001,13150001)	NC_133884.1	13125001	36140	0.905225	1.2771289827909351	high	0.8832103499999998	0.055679349999999996	False
(8531592,8567107)(13110001,13160000)(13110001,13160001)	NC_133884.1	13135001	35517	0.896709	1.2513734878173453	high	0.8832103499999998	0.055679349999999996	False
(11243421,11274045)(17110001,17160000)(17110001,17160001)	NC_133884.1	17135001	30626	0.885914	1.21872546430397	high	0.8832103499999998	0.055679349999999996	False
(12661120,12687747)(19290001,19339966)(19290001,19340001)	NC_133884.1	19315001	26629	0.897393	1.2534421536888738	high	0.8832103499999998	0.055679349999999996	True
(12667027,12694467)(19300001,19349837)(19300001,19350001)	NC_133884.1	19325001	27442	0.925684	1.339004472652922	high	0.8832103499999998	0.055679349999999996	True
(12674009,12701996)(19310001,19360000)(19310001,19360001)	NC_133884.1	19335001	27989	0.934113	1.3644968478446071	high	0.8832103499999998	0.055679349999999996	True
(12677323,12709351)(19320001,19370000)(19320001,19370001)	NC_133884.1	19345001	32030	0.926387	1.3411306014653261	high	0.8832103499999998	0.055679349999999996	True
(12682990,12715062)(19330001,19379821)(19330001,19380001)	NC_133884.1	19355001	32074	0.913297	1.3015416595672178	high	0.8832103499999998	0.055679349999999996	True
(14112726,14145127)(21600249,21650000)(21600001,21650001)	NC_133884.1	21625001	32403	0.892657	1.239118759584256	high	0.8832103499999998	0.055679349999999996	True
(14118889,14151850)(21610201,21659842)(21610001,21660001)	NC_133884.1	21635001	32963	0.890323	1.232059890952462	high	0.8832103499999998	0.055679349999999996	True
(14125605,14157358)(21620091,21670000)(21620001,21670001)	NC_133884.1	21645001	31755	0.890072	1.2313007752598397	high	0.8832103499999998	0.055679349999999996	True
(14255651,14289693)(21820001,21870000)(21820001,21870001)	NC_133884.1	21845001	34044	0.899399	1.2595090304992331	high	0.8832103499999998	0.055679349999999996	True
(14263529,14294654)(21830391,21879682)(21830001,21880001)	NC_133884.1	21855001	31127	0.906837	1.2820042596694496	high	0.8832103499999998	0.055679349999999996	True
(14271806,14299892)(21840001,21889368)(21840001,21890001)	NC_133884.1	21865001	28088	0.890242	1.2318149173624127	high	0.8832103499999998	0.055679349999999996	True
(14671513,14710156)(22450031,22500000)(22450001,22500001)	NC_133884.1	22475001	38645	0.890854	1.2336658289316749	high	0.8832103499999998	0.055679349999999996	True
(14678814,14716224)(22460001,22509793)(22460001,22510001)	NC_133884.1	22485001	37412	0.905265	1.2772499574033056	high	0.8832103499999998	0.055679349999999996	True
(14687034,14722666)(22470001,22519954)(22470001,22520001)	NC_133884.1	22495001	35634	0.895569	1.2479257113647977	high	0.8832103499999998	0.055679349999999996	True
(14695019,14729060)(22480001,22529754)(22480001,22530001)	NC_133884.1	22505001	34043	0.897874	1.2548968734026238	high	0.8832103499999998	0.055679349999999996	True
(15191374,15214723)(23271256,23319921)(23270001,23320001)	NC_133884.1	23295001	23351	0.884617	1.21480286249787	high	0.8832103499999998	0.055679349999999996	False
(15197605,15220085)(23280001,23330000)(23280001,23330001)	NC_133884.1	23305001	22482	0.883978	1.2128702930652582	high	0.8832103499999998	0.055679349999999996	False
(15325987,15360529)(23480001,23530000)(23480001,23530001)	NC_133884.1	23505001	34544	0.911852	1.2971714516953483	high	0.8832103499999998	0.055679349999999996	True
(15333374,15367257)(23490109,23540000)(23490001,23540001)	NC_133884.1	23515001	33885	0.922764	1.3301733259499062	high	0.8832103499999998	0.055679349999999996	True
(15340313,15376218)(23500288,23549954)(23500001,23550001)	NC_133884.1	23525001	35907	0.894645	1.2451311978190494	high	0.8832103499999998	0.055679349999999996	True
(16150090,16182642)(24740115,24790000)(24740001,24790001)	NC_133884.1	24765001	32554	0.885447	1.217313085704549	high	0.8832103499999998	0.055679349999999996	False
(16156634,16190425)(24750061,24800000)(24750001,24800001)	NC_133884.1	24775001	33793	0.884796	1.2153442238882262	high	0.8832103499999998	0.055679349999999996	False
(16319947,16354397)(24990001,25040000)(24990001,25040001)	NC_133884.1	25015001	34452	0.898875	1.257924263077185	high	0.8832103499999998	0.055679349999999996	True
(16327406,16362535)(25000001,25050000)(25000001,25050001)	NC_133884.1	25025001	35131	0.89375	1.2424243908672687	high	0.8832103499999998	0.055679349999999996	True
(16333884,16369619)(25010001,25059988)(25010001,25060001)	NC_133884.1	25035001	35737	0.894276	1.244015207019935	high	0.8832103499999998	0.055679349999999996	True
(16339329,16372268)(25020001,25070000)(25020001,25070001)	NC_133884.1	25045001	32941	0.899942	1.2611512608621571	high	0.8832103499999998	0.055679349999999996	True
(16347810,16380341)(25030077,25080000)(25030001,25080001)	NC_133884.1	25055001	32533	0.895136	1.2466161611858921	high	0.8832103499999998	0.055679349999999996	True
(16666063,16703069)(25510001,25560000)(25510001,25560001)	NC_133884.1	25535001	37008	0.90688	1.2821343073777476	high	0.8832103499999998	0.055679349999999996	True
(16674241,16710441)(25520001,25569703)(25520001,25570001)	NC_133884.1	25545001	36202	0.908333	1.2865287101720906	high	0.8832103499999998	0.055679349999999996	True
(16681926,16717434)(25530001,25579873)(25530001,25580001)	NC_133884.1	25555001	35510	0.914459	1.3050559720565684	high	0.8832103499999998	0.055679349999999996	True
(16689857,16723384)(25540001,25590000)(25540001,25590001)	NC_133884.1	25565001	33529	0.903285	1.2712617140909865	high	0.8832103499999998	0.055679349999999996	True
(16695584,16728483)(25550001,25600000)(25550001,25600001)	NC_133884.1	25575001	32901	0.903694	1.2724986795024706	high	0.8832103499999998	0.055679349999999996	True
(16703070,16733871)(25560001,25610000)(25560001,25610001)	NC_133884.1	25585001	30803	0.893177	1.2406914295450673	high	0.8832103499999998	0.055679349999999996	True
(16820305,16851962)(25780411,25829864)(25780001,25830001)	NC_133884.1	25805001	31659	0.883981	1.2128793661611859	high	0.8832103499999998	0.055679349999999996	False
(12614538,12650469)(19980001,20030000)(19980001,20030001)	NC_133885.1	20005001	35933	0.897379	2.0198211841551013	high	0.8832103499999998	0.055679349999999996	False
(12655866,12676029)(20040001,20089960)(20040001,20090001)	NC_133885.1	20065001	20165	0.902453	2.0385436631892206	high	0.8832103499999998	0.055679349999999996	True
(12662911,12682978)(20050001,20100000)(20050001,20100001)	NC_133885.1	20075001	20069	0.887559	1.9835865085313218	high	0.8832103499999998	0.055679349999999996	True
(12665287,12689748)(20067757,20109581)(20060001,20110001)	NC_133885.1	20085001	24463	0.921775	2.1098396308473335	high	0.8832103499999998	0.055679349999999996	True
(12666454,12694422)(20070052,20119949)(20070001,20120001)	NC_133885.1	20095001	27970	0.934554	2.156992677669765	high	0.8832103499999998	0.055679349999999996	True
(12671844,12700459)(20080697,20129067)(20080001,20130001)	NC_133885.1	20105001	28617	0.920662	2.105732788284272	high	0.8832103499999998	0.055679349999999996	True
(12676030,12706071)(20090069,20140000)(20090001,20140001)	NC_133885.1	20115001	30043	0.906878	2.05487140653293	high	0.8832103499999998	0.055679349999999996	True
(12682979,12712525)(20100001,20149861)(20100001,20150001)	NC_133885.1	20125001	29548	0.890991	1.9962501955721375	high	0.8832103499999998	0.055679349999999996	True
(12869194,12899244)(20370001,20419256)(20370001,20420001)	NC_133885.1	20395001	30052	0.922819	2.1136918713107984	high	0.8832103499999998	0.055679349999999996	False
(12873541,12904320)(20380003,20430000)(20380001,20430001)	NC_133885.1	20405001	30781	0.89272	2.0026300076040635	high	0.8832103499999998	0.055679349999999996	False
(12917742,12955376)(20450001,20500000)(20450001,20500001)	NC_133885.1	20475001	37636	0.896603	2.0169578330060123	high	0.8832103499999998	0.055679349999999996	True
(12925247,12961128)(20460001,20510000)(20460001,20510001)	NC_133885.1	20485001	35883	0.904765	2.0470746784684652	high	0.8832103499999998	0.055679349999999996	True
(12931982,12969017)(20471218,20520000)(20470001,20520001)	NC_133885.1	20495001	37037	0.908127	2.059480073524183	high	0.8832103499999998	0.055679349999999996	True
(12939097,12976107)(20480001,20530000)(20480001,20530001)	NC_133885.1	20505001	37012	0.887642	1.9838927690279384	high	0.8832103499999998	0.055679349999999996	True
(12948595,12983401)(20490001,20539982)(20490001,20540001)	NC_133885.1	20515001	34808	0.883732	1.9694653167174516	high	0.8832103499999998	0.055679349999999996	True
(14576481,14611274)(22980001,23030000)(22980001,23030001)	NC_133885.1	23005001	34795	0.887033	1.9816456287575837	high	0.8832103499999998	0.055679349999999996	False
(14915001,14951631)(23490001,23540000)(23490001,23540001)	NC_133885.1	23515001	36632	0.890859	1.9957631306859522	high	0.8832103499999998	0.055679349999999996	False
(15325071,15357542)(24110290,24159898)(24110001,24160001)	NC_133885.1	24135001	32473	0.899442	2.0274334179444957	high	0.8832103499999998	0.055679349999999996	True
(15331638,15364471)(24120001,24170000)(24120001,24170001)	NC_133885.1	24145001	32835	0.907213	2.0561075181759003	high	0.8832103499999998	0.055679349999999996	True
(15339054,15372712)(24131170,24180000)(24130001,24180001)	NC_133885.1	24155001	33660	0.901614	2.035447849253544	high	0.8832103499999998	0.055679349999999996	True
(15422445,15458957)(24250001,24300000)(24250001,24300001)	NC_133885.1	24275001	36514	0.895605	2.0132753272756116	high	0.8832103499999998	0.055679349999999996	True
(15429561,15465521)(24260001,24310000)(24260001,24310001)	NC_133885.1	24285001	35962	0.904964	2.0478089656832443	high	0.8832103499999998	0.055679349999999996	True
(15436615,15471837)(24270001,24320000)(24270001,24320001)	NC_133885.1	24295001	35224	0.913155	2.078032817825238	high	0.8832103499999998	0.055679349999999996	True
(15443738,15479268)(24280001,24330000)(24280001,24330001)	NC_133885.1	24305001	35532	0.904313	2.045406850221831	high	0.8832103499999998	0.055679349999999996	True
(15451451,15486971)(24290001,24339812)(24290001,24340001)	NC_133885.1	24315001	35522	0.884124	1.9709117518340018	high	0.8832103499999998	0.055679349999999996	True
(5558534,5588940)(8830001,8880000)(8830001,8880001)	NC_133886.1	8855001	30408	0.884482	1.5836472643965869	high	0.8832103499999998	0.055679349999999996	False
(12243713,12277122)(18770001,18820000)(18770001,18820001)	NC_133886.1	18795001	33411	0.904082	1.6537552885150797	high	0.8832103499999998	0.055679349999999996	True
(12251791,12283004)(18780001,18830000)(18780001,18830001)	NC_133886.1	18805001	31215	0.918914	1.7068084626847468	high	0.8832103499999998	0.055679349999999996	True
(12258735,12289984)(18790001,18840000)(18790001,18840001)	NC_133886.1	18815001	31251	0.917854	1.7030169062783382	high	0.8832103499999998	0.055679349999999996	True
(12263677,12297056)(18800001,18850000)(18800001,18850001)	NC_133886.1	18825001	33381	0.923224	1.7222250741108032	high	0.8832103499999998	0.055679349999999996	True
(12270699,12303357)(18810997,18860000)(18810001,18860001)	NC_133886.1	18835001	32660	0.91953	1.7090118577284705	high	0.8832103499999998	0.055679349999999996	True
(12277123,12305626)(18820001,18863934)(18820001,18870001)	NC_133886.1	18845001	28505	0.883262	1.5792833975892113	high	0.8832103499999998	0.055679349999999996	True
(15100235,15133936)(23180001,23230000)(23180001,23230001)	NC_133886.1	23205001	33703	0.901868	1.6458359433416947	high	0.8832103499999998	0.055679349999999996	False
(15106686,15142169)(23190001,23240000)(23190001,23240001)	NC_133886.1	23215001	35485	0.901906	1.645971867061924	high	0.8832103499999998	0.055679349999999996	False
(15411443,15448101)(23650001,23699649)(23650001,23700001)	NC_133886.1	23675001	36660	0.885154	1.5860509680806494	high	0.8832103499999998	0.055679349999999996	True
(15418364,15454118)(23660001,23710000)(23660001,23710001)	NC_133886.1	23685001	35756	0.890845	1.6064073336550546	high	0.8832103499999998	0.055679349999999996	True
(15425130,15459561)(23670001,23719808)(23670001,23720001)	NC_133886.1	23695001	34433	0.886018	1.589141444245873	high	0.8832103499999998	0.055679349999999996	True
(15433242,15465826)(23680001,23730000)(23680001,23730001)	NC_133886.1	23705001	32586	0.900653	1.6414899612343494	high	0.8832103499999998	0.055679349999999996	True
(15440960,15472374)(23690298,23740000)(23690001,23740001)	NC_133886.1	23715001	31416	0.886353	1.590339719147898	high	0.8832103499999998	0.055679349999999996	True
(15525763,15556476)(23820001,23870000)(23820001,23870001)	NC_133886.1	23845001	30715	0.883472	1.580034554990481	high	0.8832103499999998	0.055679349999999996	True
(15532005,15562840)(23830358,23880000)(23830001,23880001)	NC_133886.1	23855001	30837	0.907841	1.6672010059978046	high	0.8832103499999998	0.055679349999999996	True
(15536388,15570267)(23840531,23889585)(23840001,23890001)	NC_133886.1	23865001	33881	0.932245	1.7544926499053397	high	0.8832103499999998	0.055679349999999996	True
(15543677,15578605)(23850001,23899864)(23850001,23900001)	NC_133886.1	23875001	34930	0.940289	1.7832655553139702	high	0.8832103499999998	0.055679349999999996	True
(15550334,15582880)(23860135,23909847)(23860001,23910001)	NC_133886.1	23885001	32548	0.943792	1.7957955761551472	high	0.8832103499999998	0.055679349999999996	True
(15556477,15588611)(23870001,23920000)(23870001,23920001)	NC_133886.1	23895001	32136	0.94493	1.7998661338820274	high	0.8832103499999998	0.055679349999999996	True
(15562841,15594706)(23880001,23928539)(23880001,23930001)	NC_133886.1	23905001	31867	0.933053	1.7573828174302246	high	0.8832103499999998	0.055679349999999996	True
(15570268,15602053)(23890063,23940000)(23890001,23940001)	NC_133886.1	23915001	31787	0.917018	1.7000265844332845	high	0.8832103499999998	0.055679349999999996	True
(15578606,15609313)(23900037,23949983)(23900001,23950001)	NC_133886.1	23925001	30709	0.910596	1.6770554757144598	high	0.8832103499999998	0.055679349999999996	True
(15582881,15616873)(23910021,23959984)(23910001,23960001)	NC_133886.1	23935001	33994	0.903639	1.6521707040924012	high	0.8832103499999998	0.055679349999999996	True
(15630690,15665045)(23980001,24029431)(23980001,24030001)	NC_133886.1	24005001	34357	0.891802	1.6098304652408402	high	0.8832103499999998	0.055679349999999996	True
(15637352,15671331)(23990001,24039646)(23990001,24040001)	NC_133886.1	24015001	33981	0.902139	1.6468052940833329	high	0.8832103499999998	0.055679349999999996	True
(15643577,15678062)(24000001,24049725)(24000001,24050001)	NC_133886.1	24025001	34487	0.901189	1.6434072010775898	high	0.8832103499999998	0.055679349999999996	True
(15649980,15682943)(24010001,24060000)(24010001,24060001)	NC_133886.1	24035001	32965	0.913329	1.6868312527509821	high	0.8832103499999998	0.055679349999999996	True
(15657169,15690211)(24020001,24069787)(24020001,24070001)	NC_133886.1	24045001	33044	0.907099	1.6645469165133187	high	0.8832103499999998	0.055679349999999996	True
(15739993,15765985)(24140001,24189866)(24140001,24190001)	NC_133886.1	24165001	25994	0.897731	1.631038142536684	high	0.8832103499999998	0.055679349999999996	True
(15746699,15774228)(24150590,24200000)(24150001,24200001)	NC_133886.1	24175001	27531	0.884245	1.582799529615154	high	0.8832103499999998	0.055679349999999996	True
(15749093,15781855)(24166659,24210000)(24160001,24210001)	NC_133886.1	24185001	32764	0.890862	1.6064681416351576	high	0.8832103499999998	0.055679349999999996	True
(15751691,15790047)(24170001,24220000)(24170001,24220001)	NC_133886.1	24195001	38358	0.890095	1.6037246286505205	high	0.8832103499999998	0.055679349999999996	True
(15759818,15798615)(24180289,24230000)(24180001,24230001)	NC_133886.1	24205001	38799	0.893653	1.6164513811920307	high	0.8832103499999998	0.055679349999999996	True
(130296,163592)(190001,240000)(190001,240001)	NC_133887.1	215001	33298	0.917324	1.2911628658240977	high	0.8832103499999998	0.055679349999999996	False
(136934,170210)(200001,250000)(200001,250001)	NC_133887.1	225001	33278	0.903721	1.2471212997585577	high	0.8832103499999998	0.055679349999999996	False
(281223,317505)(410351,460000)(410001,460001)	NC_133887.1	435001	36284	0.896382	1.2233602872352174	high	0.8832103499999998	0.055679349999999996	True
(288010,325166)(420001,470000)(420001,470001)	NC_133887.1	445001	37158	0.91111	1.2710441940949742	high	0.8832103499999998	0.055679349999999996	True
(295532,332467)(430001,480000)(430001,480001)	NC_133887.1	455001	36937	0.937962	1.3579812029894736	high	0.8832103499999998	0.055679349999999996	True
(303134,340830)(440001,490000)(440001,490001)	NC_133887.1	465001	37698	0.939592	1.3632585500957615	high	0.8832103499999998	0.055679349999999996	True
