fst_chr	fst_midPos	FST	Z	chr	start	end	gene_id	description	biotype	Chr	pos_Mb
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14235374	14235445	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14236665	14236736	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14237507	14237578	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14237956	14238027	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14239247	14239318	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14240538	14240609	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14241829	14241900	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14243120	14243191	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14244411	14244482	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14245702	14245773	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14246544	14246615	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14246993	14247064	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14248284	14248355	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14249126	14249197	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14249575	14249646	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14250417	14250488	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14250865	14250936	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14252156	14252227	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14252998	14253069	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14253447	14253518	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14254738	14254809	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14255580	14255651	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14256029	14256100	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14256871	14256942	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14257319	14257390	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14258610	14258681	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14259452	14259523	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14261179	14261250	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14262470	14262541	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14263761	14263832	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14264603	14264674	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14266330	14266401	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14267621	14267692	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14268463	14268534	Trnaq-uug	transfer RNA glutamine (anticodon UUG)	tRNA	Chr5	14.25
NC_133886.1	14245001	0.051905	-1.3944307150167845	NC_133886.1	14268912	14268983	Trnag-ucc	transfer RNA glycine (anticodon UCC)	tRNA	Chr5	14.25
NC_133886.1	20045001	0.047275	-1.4109919472447754	NC_133886.1	20007154	20041308	LOC141882226	uncharacterized LOC141882226	protein_coding	Chr5	20.05
NC_133886.1	20045001	0.047275	-1.4109919472447754	NC_133886.1	20040231	20048648	LOC141882231	uncharacterized LOC141882231	protein_coding	Chr5	20.05
NC_133886.1	20045001	0.047275	-1.4109919472447754	NC_133886.1	20043778	20045007	LOC141882233	uncharacterized LOC141882233	lncRNA	Chr5	20.05
NC_133886.1	20045001	0.047275	-1.4109919472447754	NC_133886.1	20050208	20059820	LOC141881664	solute carrier family 12 member 2-like	protein_coding	Chr5	20.05
NC_133886.1	20045001	0.047275	-1.4109919472447754	NC_133886.1	20059515	20062692	LOC141881666	adenosine receptor A2b-like	protein_coding	Chr5	20.05
NC_133886.1	20045001	0.047275	-1.4109919472447754	NC_133886.1	20063124	20090931	LOC141881708	deleted in lung and esophageal cancer protein 1-like	protein_coding	Chr5	20.05
NC_133886.1	20065001	0.031681	-1.4667707496990492	NC_133886.1	20080861	20081995	LOC141881709	uncharacterized LOC141881709	lncRNA	Chr5	20.07
NC_133886.1	20075001	0.026789	-1.4842691402086239	NC_133886.1	20095754	20109290	LOC141880963	ankyrin and armadillo repeat-containing protein-like	protein_coding	Chr5	20.08
NC_133887.1	1975001	0.039567	-1.5506950261842938	NC_133887.1	1928228	1957891	LOC141884514	uncharacterized LOC141884514	protein_coding	Chr6	1.98
NC_133887.1	1975001	0.039567	-1.5506950261842938	NC_133887.1	1954044	1956128	LOC141884412	uncharacterized LOC141884412	lncRNA	Chr6	1.98
NC_133887.1	1975001	0.039567	-1.5506950261842938	NC_133887.1	1962157	1963224	LOC141884716	uncharacterized LOC141884716	lncRNA	Chr6	1.98
NC_133887.1	1975001	0.039567	-1.5506950261842938	NC_133887.1	1971373	1972835	LOC141884691	uncharacterized LOC141884691	lncRNA	Chr6	1.98
NC_133887.1	1975001	0.039567	-1.5506950261842938	NC_133887.1	1989183	1995297	LOC141883323	eukaryotic translation initiation factor 1A%2C Y-chromosomal-like	protein_coding	Chr6	1.98
NC_133887.1	1975001	0.039567	-1.5506950261842938	NC_133887.1	1995304	1996833	LOC141883322	glycoprotein endo-alpha-1%2C2-mannosidase-like	protein_coding	Chr6	1.98
NC_133887.1	1975001	0.039567	-1.5506950261842938	NC_133887.1	1996863	2018871	LOC141883321	trafficking protein particle complex subunit 10-like	protein_coding	Chr6	1.98
NC_133887.1	1995001	0.022962	-1.6044559763069353	NC_133887.1	2017169	2021601	LOC141883325	uncharacterized LOC141883325	lncRNA	Chr6	2.0
NC_133887.1	2005001	0.025055	-1.597679603611561	NC_133887.1	2023155	2032032	LOC141883326	putative L-amino-acid oxidase YobN	protein_coding	Chr6	2.01
NC_133887.1	7855001	0.054299	-1.502998168779491	NC_133887.1	7824658	7832950	LOC141885294	SH3 domain-containing protein Dlish-like	protein_coding	Chr6	7.86
NC_133887.1	7855001	0.054299	-1.502998168779491	NC_133887.1	7829925	7834862	LOC141885297	uncharacterized LOC141885297	lncRNA	Chr6	7.86
NC_133887.1	7855001	0.054299	-1.502998168779491	NC_133887.1	7833632	7835957	LOC141885295	myosin-2 essential light chain-like	protein_coding	Chr6	7.86
NC_133887.1	7855001	0.054299	-1.502998168779491	NC_133887.1	7837978	7858511	LOC141885296	schlafen family member 13-like	protein_coding	Chr6	7.86
NC_133887.1	7855001	0.054299	-1.502998168779491	NC_133887.1	7858628	7878116	LOC141885300	E3 ubiquitin-protein ligase parkin-like	protein_coding	Chr6	7.86
NC_133887.1	7855001	0.054299	-1.502998168779491	NC_133887.1	7867572	7873619	LOC141885302	uncharacterized LOC141885302	protein_coding	Chr6	7.86
NC_133887.1	7855001	0.054299	-1.502998168779491	NC_133887.1	7875894	7876328	LOC141883934	uncharacterized LOC141883934	protein_coding	Chr6	7.86
NC_133887.1	7855001	0.054299	-1.502998168779491	NC_133887.1	7878266	7886520	LOC141885298	E3 ubiquitin-protein ligase arc-1-like	protein_coding	Chr6	7.86
NC_133887.1	16265001	0.051081	-1.5134168822690819	NC_133887.1	16244662	16259840	LOC141884428	uncharacterized LOC141884428	protein_coding	Chr6	16.27
NC_133887.1	16265001	0.051081	-1.5134168822690819	NC_133887.1	16264944	16268541	LOC141885086	uncharacterized LOC141885086	protein_coding	Chr6	16.27
NC_133887.1	16325001	0.04336	-1.5384146718443252	NC_133887.1	16298936	16300603	LOC141885088	uncharacterized LOC141885088	protein_coding	Chr6	16.33
NC_133887.1	16325001	0.04336	-1.5384146718443252	NC_133887.1	16299615	16302537	LOC141885089	uncharacterized LOC141885089	protein_coding	Chr6	16.33
NC_133887.1	16325001	0.04336	-1.5384146718443252	NC_133887.1	16321573	16344100	LOC141885090	ephrin type-A receptor 4-like	protein_coding	Chr6	16.33
NC_133887.1	16335001	0.045119	-1.5327196696603007	NC_133887.1	16351781	16389369	LOC141884723	ephrin type-A receptor 4-like	protein_coding	Chr6	16.34
NC_133887.1	17265001	0.04943	-1.5187622197368618	NC_133887.1	17235625	17241569	LOC141884594	lactadherin-like	protein_coding	Chr6	17.27
NC_133887.1	17265001	0.04943	-1.5187622197368618	NC_133887.1	17240722	17244055	LOC141884621	uncharacterized LOC141884621	lncRNA	Chr6	17.27
NC_133887.1	17265001	0.04943	-1.5187622197368618	NC_133887.1	17244777	17246084	LOC141884623	uncharacterized LOC141884623	lncRNA	Chr6	17.27
NC_133887.1	17265001	0.04943	-1.5187622197368618	NC_133887.1	17255625	17259524	LOC141884605	discoidin%2C CUB and LCCL domain-containing protein 2-like	protein_coding	Chr6	17.27
NC_133887.1	17265001	0.04943	-1.5187622197368618	NC_133887.1	17263057	17271165	LOC141884603	phosphoinositide 3-kinase regulatory subunit 4-like	protein_coding	Chr6	17.27
NC_133887.1	17265001	0.04943	-1.5187622197368618	NC_133887.1	17272152	17277148	LOC141884609	uncharacterized LOC141884609	protein_coding	Chr6	17.27
NC_133887.1	17265001	0.04943	-1.5187622197368618	NC_133887.1	17281638	17285642	LOC141884595	retinoschisin-like	protein_coding	Chr6	17.27
NC_133887.1	17275001	0.032815	-1.5725555462221184	NC_133887.1	17293158	17310035	LOC141884584	lactadherin-like	protein_coding	Chr6	17.28
NC_133887.1	17435001	0.044469	-1.5348241332302928	NC_133887.1	17414795	17425246	LOC141884611	phosphoinositide 3-kinase regulatory subunit 4-like	protein_coding	Chr6	17.44
NC_133887.1	17435001	0.044469	-1.5348241332302928	NC_133887.1	17426209	17427307	LOC141884618	uncharacterized LOC141884618	lncRNA	Chr6	17.44
NC_133887.1	17435001	0.044469	-1.5348241332302928	NC_133887.1	17429223	17586019	LOC141884578	uncharacterized LOC141884578	protein_coding	Chr6	17.44
NC_133887.1	17465001	0.053997	-1.5039759349304718	NC_133887.1	17488074	17490591	LOC141884598	uncharacterized LOC141884598	protein_coding	Chr6	17.47
NC_133887.1	17605001	0.04322	-1.538867940920939	NC_133887.1	17587767	17623860	LOC141884579	phosphoinositide 3-kinase regulatory subunit 4-like	protein_coding	Chr6	17.61
NC_133887.1	17605001	0.04322	-1.538867940920939	NC_133887.1	17599900	17602096	LOC141884596	uncharacterized LOC141884596	protein_coding	Chr6	17.61
NC_133887.1	17605001	0.04322	-1.538867940920939	NC_133887.1	17602195	17603690	LOC141884590	uncharacterized LOC141884590	protein_coding	Chr6	17.61
NC_133887.1	17605001	0.04322	-1.538867940920939	NC_133887.1	17619081	17620515	LOC141884622	uncharacterized LOC141884622	lncRNA	Chr6	17.61
NC_133887.1	17605001	0.04322	-1.538867940920939	NC_133887.1	17625270	17632152	LOC141883695	TAR DNA-binding protein 43-like	protein_coding	Chr6	17.61
NC_133887.1	17615001	0.042845	-1.5400820545190113	NC_133887.1	17632591	17641953	LOC141883696	succinate dehydrogenase [ubiquinone] iron-sulfur subunit%2C mitochondrial-like	protein_coding	Chr6	17.62
NC_133887.1	17625001	0.051488	-1.512099164310641	NC_133887.1	17644039	17653468	LOC141883510	uncharacterized LOC141883510	protein_coding	Chr6	17.63
NC_133887.1	17635001	0.045086	-1.532826511656931	NC_133887.1	17653127	17675617	LOC141883509	protein kinase C iota type-like	protein_coding	Chr6	17.64
NC_133887.1	17695001	0.042356	-1.5416652586508974	NC_133887.1	17677420	17685104	LOC141883328	F-actin-capping protein subunit beta-like	protein_coding	Chr6	17.7
NC_133887.1	17695001	0.042356	-1.5416652586508974	NC_133887.1	17678053	17678823	LOC141883330	uncharacterized LOC141883330	lncRNA	Chr6	17.7
NC_133887.1	17695001	0.042356	-1.5416652586508974	NC_133887.1	17684448	17692366	LOC141883329	phosphatidylinositol N-acetylglucosaminyltransferase subunit P-like	protein_coding	Chr6	17.7
NC_133887.1	17695001	0.042356	-1.5416652586508974	NC_133887.1	17692250	17700802	LOC141883327	uncharacterized LOC141883327	protein_coding	Chr6	17.7
NC_133887.1	17695001	0.042356	-1.5416652586508974	NC_133887.1	17701910	17710339	LOC141883972	sperm-associated antigen 7 homolog	protein_coding	Chr6	17.7
NC_133887.1	17695001	0.042356	-1.5416652586508974	NC_133887.1	17713240	17714694	LOC141883971	uncharacterized LOC141883971	protein_coding	Chr6	17.7
NC_133887.1	17775001	0.033052	-1.5717882264281366	NC_133887.1	17764983	17774340	LOC141885099	uncharacterized LOC141885099	protein_coding	Chr6	17.78
NC_133887.1	17775001	0.033052	-1.5717882264281366	NC_133887.1	17777452	17781338	LOC141884552	transmembrane protein 107-like	protein_coding	Chr6	17.78
NC_133887.1	17775001	0.033052	-1.5717882264281366	NC_133887.1	17781927	17787613	LOC141884551	uncharacterized LOC141884551	protein_coding	Chr6	17.78
NC_133887.1	17775001	0.033052	-1.5717882264281366	NC_133887.1	17790842	17797690	LOC141883819	diamine oxidase [copper-containing]-like	protein_coding	Chr6	17.78
NC_133887.1	17775001	0.033052	-1.5717882264281366	NC_133887.1	17797989	17801363	LOC141883822	membrane progestin receptor gamma-A-like	protein_coding	Chr6	17.78
NC_133887.1	17785001	0.013442	-1.635278273516664	NC_133887.1	17801513	17805712	LOC141883820	membrane progestin receptor gamma-A-like	protein_coding	Chr6	17.79
NC_133887.1	17785001	0.013442	-1.635278273516664	NC_133887.1	17805711	17808060	LOC141883821	membrane progestin receptor delta-like	protein_coding	Chr6	17.79
NC_133887.1	17795001	0.0122	-1.6392994177534796	NC_133887.1	17814343	17816914	LOC141884720	uncharacterized LOC141884720	lncRNA	Chr6	17.8
NC_133887.1	17795001	0.0122	-1.6392994177534796	NC_133887.1	17818423	17821691	LOC141884718	uncharacterized LOC141884718	protein_coding	Chr6	17.8
NC_133887.1	17805001	0.020293	-1.6130972274889486	NC_133887.1	17821479	17823607	LOC141884721	uncharacterized LOC141884721	lncRNA	Chr6	17.81
NC_133887.1	17805001	0.020293	-1.6130972274889486	NC_133887.1	17825832	17826836	LOC141884378	uncharacterized LOC141884378	protein_coding	Chr6	17.81
NC_133887.1	17805001	0.020293	-1.6130972274889486	NC_133887.1	17829813	17832082	LOC141884770	uncharacterized LOC141884770	protein_coding	Chr6	17.81
NC_133887.1	19675001	0.024571	-1.5992466195621398	NC_133887.1	19647132	19657455	LOC141883593	uncharacterized LOC141883593	protein_coding	Chr6	19.68
NC_133887.1	19675001	0.024571	-1.5992466195621398	NC_133887.1	19657843	19686408	LOC141883591	dynamin-like GTPase OPA1%2C mitochondrial	protein_coding	Chr6	19.68
NC_133887.1	19675001	0.024571	-1.5992466195621398	NC_133887.1	19688406	19691876	LOC141883595	uncharacterized LOC141883595	protein_coding	Chr6	19.68
NC_133887.1	19675001	0.024571	-1.5992466195621398	NC_133887.1	19692426	19694004	LOC141884688	enhancer of split mbeta protein-like	protein_coding	Chr6	19.68
NC_133887.1	19675001	0.024571	-1.5992466195621398	NC_133887.1	19696537	19724262	LOC141884336	arf-GAP with coiled-coil%2C ANK repeat and PH domain-containing protein 2-like	protein_coding	Chr6	19.68
NC_133887.1	19925001	0.051591	-1.5117656877757037	NC_133887.1	19781353	19903081	LOC141884952	uncharacterized LOC141884952	protein_coding	Chr6	19.93
NC_133887.1	19925001	0.051591	-1.5117656877757037	NC_133887.1	19903894	19910319	LOC141884954	pre-mRNA-splicing factor SPF27-like	protein_coding	Chr6	19.93
NC_133887.1	19925001	0.051591	-1.5117656877757037	NC_133887.1	19914569	19951802	LOC141883397	pleckstrin homology domain-containing family G member 5-like	protein_coding	Chr6	19.93
NC_133887.1	19935001	0.039909	-1.549587754582852	NC_133887.1	19957669	20025879	LOC141883793	uncharacterized LOC141883793	protein_coding	Chr6	19.94
NC_133887.1	19945001	0.04493	-1.5333315829137293	NC_133887.1	19968071	20067414	LOC141883796	uncharacterized LOC141883796	protein_coding	Chr6	19.95
NC_133887.1	20715001	0.055156	-1.5002235145033629	NC_133887.1	20649753	20701400	LOC141885237	uncharacterized LOC141885237	protein_coding	Chr6	20.72
NC_133887.1	20715001	0.055156	-1.5002235145033629	NC_133887.1	20700780	20717176	LOC141885238	E3 ubiquitin-protein ligase MIB2-like	protein_coding	Chr6	20.72
NC_133887.1	20715001	0.055156	-1.5002235145033629	NC_133887.1	20719049	20754776	LOC141885240	uncharacterized LOC141885240	protein_coding	Chr6	20.72
NC_133887.1	20715001	0.055156	-1.5002235145033629	NC_133887.1	20732326	20736962	LOC141885242	uncharacterized LOC141885242	lncRNA	Chr6	20.72
NC_133887.1	20745001	0.046605	-1.527908542175673	NC_133887.1	20760094	20798935	LOC141883705	uncharacterized LOC141883705	protein_coding	Chr6	20.75
NC_133887.1	20765001	0.052628	-1.508408258972501	NC_133887.1	20789303	20792431	LOC141885120	uncharacterized LOC141885120	protein_coding	Chr6	20.77
NC_133888.1	2835001	0.047574	-0.8492144629719319	NC_133888.1	2798266	2830853	LOC141886688	uncharacterized LOC141886688	protein_coding	Chr7	2.84
NC_133888.1	2835001	0.047574	-0.8492144629719319	NC_133888.1	2820836	2825285	LOC141886693	uncharacterized LOC141886693	lncRNA	Chr7	2.84
NC_133888.1	2835001	0.047574	-0.8492144629719319	NC_133888.1	2833795	2851950	LOC141886694	outer dynein arm-docking complex subunit 4-like	protein_coding	Chr7	2.84
NC_133888.1	2835001	0.047574	-0.8492144629719319	NC_133888.1	2853356	2865719	LOC141886696	cyclin-Y-like protein 1-B	protein_coding	Chr7	2.84
NC_133888.1	2845001	0.051335	-0.8375131114647477	NC_133888.1	2865700	2868839	LOC141886695	alpha-1A adrenergic receptor-like	protein_coding	Chr7	2.85
NC_133888.1	3135001	0.048574	-0.846103228856754	NC_133888.1	3108147	3111877	LOC141886892	uncharacterized LOC141886892	protein_coding	Chr7	3.14
NC_133888.1	3135001	0.048574	-0.846103228856754	NC_133888.1	3119245	3136360	LOC141886889	uncharacterized LOC141886889	protein_coding	Chr7	3.14
NC_133888.1	3135001	0.048574	-0.846103228856754	NC_133888.1	3138331	3155756	LOC141886100	uncharacterized LOC141886100	protein_coding	Chr7	3.14
NC_133888.1	3135001	0.048574	-0.846103228856754	NC_133888.1	3155894	3169778	LOC141886097	flagellum-associated coiled-coil domain-containing protein 1-like	protein_coding	Chr7	3.14
NC_133888.1	6075001	0.031512	-0.89918710532992	NC_133888.1	6071097	6071723	LOC141886471	putative ATP-dependent DNA helicase RecS	protein_coding	Chr7	6.08
NC_133888.1	6075001	0.031512	-0.89918710532992	NC_133888.1	6078989	6080334	LOC141886474	tetratricopeptide repeat protein 28-like	protein_coding	Chr7	6.08
NC_133888.1	6075001	0.031512	-0.89918710532992	NC_133888.1	6093400	6096701	LOC141887072	uncharacterized LOC141887072	lncRNA	Chr7	6.08
NC_133888.1	6085001	0.031879	-0.8980452824096496	NC_133888.1	6107662	6110400	LOC141887071	uncharacterized LOC141887071	lncRNA	Chr7	6.09
NC_133888.1	6095001	0.029557	-0.9052695680250928	NC_133888.1	6112353	6116666	LOC141887073	uncharacterized LOC141887073	lncRNA	Chr7	6.1
NC_133888.1	6115001	0.038173	-0.8784631748887197	NC_133888.1	6133374	6135034	LOC141886476	uncharacterized LOC141886476	protein_coding	Chr7	6.12
NC_133888.1	6175001	0.048719	-0.8456520999100532	NC_133888.1	6151802	6154515	LOC141887067	uncharacterized LOC141887067	protein_coding	Chr7	6.18
NC_133888.1	6175001	0.048719	-0.8456520999100532	NC_133888.1	6182062	6184456	LOC141887066	tetratricopeptide repeat protein 28-like	protein_coding	Chr7	6.18
NC_133888.1	6175001	0.048719	-0.8456520999100532	NC_133888.1	6191779	6194054	LOC141887075	uncharacterized LOC141887075	lncRNA	Chr7	6.18
NC_133888.1	6175001	0.048719	-0.8456520999100532	NC_133888.1	6194501	6197793	LOC141887070	uncharacterized LOC141887070	lncRNA	Chr7	6.18
NC_133888.1	6175001	0.048719	-0.8456520999100532	NC_133888.1	6198010	6199746	LOC141887077	uncharacterized LOC141887077	lncRNA	Chr7	6.18
NC_133888.1	6195001	0.040556	-0.8710491039922507	NC_133888.1	6210768	6216685	LOC141886600	uncharacterized LOC141886600	protein_coding	Chr7	6.2
NC_133888.1	6195001	0.040556	-0.8710491039922507	NC_133888.1	6215273	6224702	LOC141886598	TNF receptor-associated factor 5-like	protein_coding	Chr7	6.2
NC_133888.1	6205001	0.0394	-0.8746456906293965	NC_133888.1	6224836	6228196	LOC141886599	uncharacterized LOC141886599	protein_coding	Chr7	6.21
NC_133888.1	6215001	0.036618	-0.8833011439378214	NC_133888.1	6236651	6240365	LOC141887074	uncharacterized LOC141887074	lncRNA	Chr7	6.22
NC_133888.1	6225001	0.038892	-0.8762261975599068	NC_133888.1	6242199	6252453	LOC141887068	uncharacterized LOC141887068	lncRNA	Chr7	6.23
NC_133888.1	6235001	0.044413	-0.8590490740100094	NC_133888.1	6252473	6254339	LOC141887076	uncharacterized LOC141887076	lncRNA	Chr7	6.24
NC_133888.1	6235001	0.044413	-0.8590490740100094	NC_133888.1	6259059	6262741	LOC141887069	uncharacterized LOC141887069	lncRNA	Chr7	6.24
NC_133888.1	6245001	0.045319	-0.8562302959016582	NC_133888.1	6266253	6268107	LOC141887078	uncharacterized LOC141887078	lncRNA	Chr7	6.25
NC_133888.1	6255001	0.045269	-0.856385857607417	NC_133888.1	6272721	6277220	LOC141886868	uncharacterized LOC141886868	protein_coding	Chr7	6.26
NC_133888.1	6275001	0.039131	-0.8754826126063794	NC_133888.1	6295130	6298452	LOC141886677	uncharacterized LOC141886677	lncRNA	Chr7	6.28
NC_133888.1	6295001	0.035765	-0.8859550266380681	NC_133888.1	6311463	6315869	LOC141886605	uncharacterized LOC141886605	protein_coding	Chr7	6.3
NC_133888.1	6295001	0.035765	-0.8859550266380681	NC_133888.1	6315731	6324995	LOC141886603	TNF receptor-associated factor 4-like	protein_coding	Chr7	6.3
NC_133888.1	6305001	0.034976	-0.8884097903549436	NC_133888.1	6325132	6328489	LOC141886604	uncharacterized LOC141886604	protein_coding	Chr7	6.31
NC_133888.1	6325001	0.052476	-0.8339631933393296	NC_133888.1	6340049	6341559	LOC141887018	uncharacterized LOC141887018	lncRNA	Chr7	6.33
NC_133888.1	6325001	0.052476	-0.8339631933393296	NC_133888.1	6344355	6347619	LOC141886913	uncharacterized LOC141886913	lncRNA	Chr7	6.33
NC_133888.1	6415001	0.049397	-0.8435426831799625	NC_133888.1	6397681	6406009	LOC141886878	uncharacterized LOC141886878	protein_coding	Chr7	6.42
NC_133888.1	6415001	0.049397	-0.8435426831799625	NC_133888.1	6415857	6418796	LOC141886883	uncharacterized LOC141886883	lncRNA	Chr7	6.42
NC_133888.1	6415001	0.049397	-0.8435426831799625	NC_133888.1	6429368	6433187	LOC141886871	uncharacterized LOC141886871	protein_coding	Chr7	6.42
NC_133888.1	6415001	0.049397	-0.8435426831799625	NC_133888.1	6436440	6436949	LOC141886882	uncharacterized LOC141886882	lncRNA	Chr7	6.42
NC_133888.1	6415001	0.049397	-0.8435426831799625	NC_133888.1	6436979	6438575	LOC141886489	uncharacterized LOC141886489	protein_coding	Chr7	6.42
NC_133888.1	6425001	0.033577	-0.8927624068820774	NC_133888.1	6441118	6446750	LOC141886873	uncharacterized LOC141886873	protein_coding	Chr7	6.43
NC_133888.1	6425001	0.033577	-0.8927624068820774	NC_133888.1	6445562	6449468	LOC141886881	uncharacterized LOC141886881	lncRNA	Chr7	6.43
NC_133888.1	6435001	0.036044	-0.8850869923199334	NC_133888.1	6450643	6455396	LOC141886880	uncharacterized LOC141886880	lncRNA	Chr7	6.44
NC_133888.1	6435001	0.036044	-0.8850869923199334	NC_133888.1	6455593	6457307	LOC141886885	uncharacterized LOC141886885	lncRNA	Chr7	6.44
NC_133888.1	6445001	0.041769	-0.8672751770105399	NC_133888.1	6461418	6462296	LOC141886490	uncharacterized LOC141886490	protein_coding	Chr7	6.45
NC_133888.1	6445001	0.041769	-0.8672751770105399	NC_133888.1	6466850	6473431	LOC141886876	uncharacterized LOC141886876	protein_coding	Chr7	6.45
NC_133888.1	6455001	0.035591	-0.8864963813741091	NC_133888.1	6474981	6475596	LOC141886884	uncharacterized LOC141886884	lncRNA	Chr7	6.46
NC_133888.1	6455001	0.035591	-0.8864963813741091	NC_133888.1	6475254	6475939	LOC141886874	uncharacterized LOC141886874	protein_coding	Chr7	6.46
NC_133888.1	6475001	0.033841	-0.8919410410756704	NC_133888.1	6490695	6496918	LOC141886875	uncharacterized LOC141886875	protein_coding	Chr7	6.48
NC_133888.1	6475001	0.033841	-0.8919410410756704	NC_133888.1	6497099	6500645	LOC141886879	acylphosphatase-2-like	protein_coding	Chr7	6.48
NC_133888.1	6485001	0.052162	-0.8349401208514957	NC_133888.1	6501342	6506916	LOC141886872	microfibril-associated glycoprotein 4-like	protein_coding	Chr7	6.49
NC_133888.1	9595001	0.045423	-0.8559067275536797	NC_133888.1	9582815	9582896	Trnas-uga	transfer RNA serine (anticodon UGA)	tRNA	Chr7	9.6
