fst_chr	fst_midPos	FST	Z	chr	start	end	gene_id	description	biotype	Chr	pos_Mb
NC_133883.1	26875001	0.935313	1.2188496864203504	NC_133883.1	26876612	26889408	LOC141863858	5'-nucleotidase domain-containing protein 1-like	protein_coding	Chr2	26.88
NC_133883.1	26875001	0.935313	1.2188496864203504	NC_133883.1	26889550	26893906	LOC141863890	transmembrane protein 127-like	protein_coding	Chr2	26.88
NC_133883.1	26885001	0.935207	1.2185350196950027	NC_133883.1	26901382	26919773	LOC141873519	solute carrier organic anion transporter family member 4A1-like	protein_coding	Chr2	26.89
NC_133883.1	26885001	0.935207	1.2185350196950027	NC_133883.1	26902849	26907169	LOC141873520	uncharacterized LOC141873520	lncRNA	Chr2	26.89
NC_133883.1	26905001	0.918518	1.168992821776731	NC_133883.1	26922876	26934926	LOC141874640	putative cytochrome P450 120	protein_coding	Chr2	26.91
NC_133883.1	26915001	0.90323	1.1236095680302796	NC_133883.1	26932983	26934220	LOC141874643	uncharacterized LOC141874643	lncRNA	Chr2	26.92
NC_133883.1	26915001	0.90323	1.1236095680302796	NC_133883.1	26935159	26958007	LOC141874639	insulin-degrading enzyme-like	protein_coding	Chr2	26.92
NC_133883.1	26975001	0.916328	1.1624916884888763	NC_133883.1	26958042	26968961	LOC141874642	DNA replication complex GINS protein SLD5-like	protein_coding	Chr2	26.98
NC_133883.1	26975001	0.916328	1.1624916884888763	NC_133883.1	26973523	26976826	LOC141874645	protein phosphatase 1 regulatory subunit 3B-like	protein_coding	Chr2	26.98
NC_133883.1	26975001	0.916328	1.1624916884888763	NC_133883.1	26980313	26984422	LOC141874644	protein FAM204A-like	protein_coding	Chr2	26.98
NC_133883.1	26975001	0.916328	1.1624916884888763	NC_133883.1	26984682	26998286	LOC141874207	lysyl oxidase homolog 3A-like	protein_coding	Chr2	26.98
NC_133883.1	26975001	0.916328	1.1624916884888763	NC_133883.1	26988966	26991119	LOC141874208	uncharacterized LOC141874208	lncRNA	Chr2	26.98
NC_133883.1	26975001	0.916328	1.1624916884888763	NC_133883.1	26999213	27023422	LOC141873716	scavenger receptor cysteine-rich type 1 protein M130-like	protein_coding	Chr2	26.98
NC_133883.1	27285001	0.885219	1.0701429417071935	NC_133883.1	27260406	27262479	LOC141874422	homeobox protein MSX-1-like	protein_coding	Chr2	27.29
NC_133883.1	27285001	0.885219	1.0701429417071935	NC_133883.1	27282299	27284166	LOC141874658	uncharacterized LOC141874658	lncRNA	Chr2	27.29
NC_133883.1	27285001	0.885219	1.0701429417071935	NC_133883.1	27296482	27299245	LOC141874655	uncharacterized LOC141874655	protein_coding	Chr2	27.29
NC_133883.1	27285001	0.885219	1.0701429417071935	NC_133883.1	27300949	27303631	LOC141874657	homeobox protein Nkx-2.3-like	protein_coding	Chr2	27.29
NC_133883.1	27305001	0.893951	1.096064355346258	NC_133883.1	27320202	27342240	LOC141874653	BTB/POZ domain-containing protein 16-like	protein_coding	Chr2	27.31
NC_133884.1	1585001	0.917204	1.3133578548304652	NC_133884.1	1547730	1573505	LOC141875492	acid phosphatase type 7-like	protein_coding	Chr3	1.59
NC_133884.1	1585001	0.917204	1.3133578548304652	NC_133884.1	1564472	1579152	LOC141875494	uncharacterized LOC141875494	protein_coding	Chr3	1.59
NC_133884.1	1585001	0.917204	1.3133578548304652	NC_133884.1	1583818	1587670	LOC141875493	riboflavin transporter 2-like	protein_coding	Chr3	1.59
NC_133884.1	1585001	0.917204	1.3133578548304652	NC_133884.1	1588692	1598513	LOC141877860	uncharacterized LOC141877860	protein_coding	Chr3	1.59
NC_133884.1	1585001	0.917204	1.3133578548304652	NC_133884.1	1600848	1616204	LOC141876387	uncharacterized LOC141876387	protein_coding	Chr3	1.59
NC_133884.1	1605001	0.947925	1.406269381495996	NC_133884.1	1620570	1622661	LOC141877289	activating signal cointegrator 1-like	protein_coding	Chr3	1.61
NC_133884.1	1605001	0.947925	1.406269381495996	NC_133884.1	1624621	1643587	LOC141876638	conserved oligomeric Golgi complex subunit 4-like	protein_coding	Chr3	1.61
NC_133884.1	1625001	0.937011	1.3732614585108196	NC_133884.1	1643750	1663291	LOC141876445	RNA-binding protein 28-like	protein_coding	Chr3	1.63
NC_133884.1	1635001	0.88423	1.2136324331231894	NC_133884.1	1654944	1663291	LOC141877866	RNA-binding protein 28-like	protein_coding	Chr3	1.64
NC_133884.1	4025001	0.905391	1.2776310274322709	NC_133884.1	3990888	4005587	LOC141877085	pachytene checkpoint protein 2 homolog	protein_coding	Chr3	4.03
NC_133884.1	4025001	0.905391	1.2776310274322709	NC_133884.1	4005808	4015423	LOC141876336	centrosomal protein of 76 kDa-like	protein_coding	Chr3	4.03
NC_133884.1	4025001	0.905391	1.2776310274322709	NC_133884.1	4016839	4028883	LOC141876337	cystathionine gamma-synthase-like	protein_coding	Chr3	4.03
NC_133884.1	4025001	0.905391	1.2776310274322709	NC_133884.1	4033965	4045598	LOC141877690	uncharacterized LOC141877690	protein_coding	Chr3	4.03
NC_133884.1	4035001	0.938944	1.3791075566536037	NC_133884.1	4051908	4057243	LOC141877689	uncharacterized LOC141877689	protein_coding	Chr3	4.04
NC_133884.1	4035001	0.938944	1.3791075566536037	NC_133884.1	4057380	4070278	LOC141877691	uncharacterized LOC141877691	lncRNA	Chr3	4.04
NC_133884.1	4045001	0.896782	1.2515942664849207	NC_133884.1	4069344	4091507	LOC141877688	AP-1 complex subunit gamma-1-like	protein_coding	Chr3	4.05
NC_133884.1	4075001	0.887881	1.2246743908672688	NC_133884.1	4093856	4096482	LOC141877133	uncharacterized LOC141877133	protein_coding	Chr3	4.08
NC_133884.1	4075001	0.887881	1.2246743908672688	NC_133884.1	4097824	4097897	Trnaa-ggc	transfer RNA alanine (anticodon GGC)	tRNA	Chr3	4.08
NC_133884.1	4075001	0.887881	1.2246743908672688	NC_133884.1	4098063	4098136	Trnaa-ggc	transfer RNA alanine (anticodon GGC)	tRNA	Chr3	4.08
NC_133884.1	4095001	0.91014	1.2919937382859088	NC_133884.1	4100393	4130705	LOC141876243	kinesin-like protein KIF28	protein_coding	Chr3	4.1
NC_133884.1	4105001	0.895466	1.247614201737945	NC_133884.1	4124423	4145930	LOC141876242	uncharacterized LOC141876242	protein_coding	Chr3	4.11
NC_133884.1	4115001	0.890417	1.2323441812915317	NC_133884.1	4134056	4142236	LOC141876987	transcription factor E2F5-like	protein_coding	Chr3	4.12
NC_133884.1	9615001	0.895628	1.2481041489180438	NC_133884.1	9577669	9599995	LOC141875973	uncharacterized LOC141875973	protein_coding	Chr3	9.62
NC_133884.1	9615001	0.895628	1.2481041489180438	NC_133884.1	9586652	9616850	LOC141875975	origin recognition complex subunit 6-like	protein_coding	Chr3	9.62
NC_133884.1	9615001	0.895628	1.2481041489180438	NC_133884.1	9617841	9627951	LOC141877606	heat shock factor protein-like	protein_coding	Chr3	9.62
NC_133884.1	9615001	0.895628	1.2481041489180438	NC_133884.1	9629988	9636316	LOC141877609	sperm microtubule inner protein 8-like	protein_coding	Chr3	9.62
NC_133884.1	9615001	0.895628	1.2481041489180438	NC_133884.1	9636560	9645044	LOC141877607	uncharacterized LOC141877607	protein_coding	Chr3	9.62
NC_133884.1	9625001	0.891323	1.2350842562617141	NC_133884.1	9645082	9666688	LOC141877605	ribosome biogenesis protein bop1-like	protein_coding	Chr3	9.63
NC_133884.1	9645001	0.886348	1.2200380388481853	NC_133884.1	9666668	9700740	LOC141877604	rotatin-like	protein_coding	Chr3	9.65
NC_133884.1	9915001	0.885591	1.2177485943090816	NC_133884.1	9893062	9906591	LOC141875634	SUMO-activating enzyme subunit 2-like	protein_coding	Chr3	9.92
NC_133884.1	9915001	0.885591	1.2177485943090816	NC_133884.1	9906914	9914682	LOC141875639	centromere protein N-like	protein_coding	Chr3	9.92
NC_133884.1	9915001	0.885591	1.2177485943090816	NC_133884.1	9914292	9923010	LOC141875638	ribonuclease P protein subunit p40-like	protein_coding	Chr3	9.92
NC_133884.1	9915001	0.885591	1.2177485943090816	NC_133884.1	9923033	9927288	LOC141875636	uncharacterized LOC141875636	protein_coding	Chr3	9.92
NC_133884.1	9915001	0.885591	1.2177485943090816	NC_133884.1	9927853	9930043	LOC141875637	uncharacterized LOC141875637	protein_coding	Chr3	9.92
NC_133884.1	9915001	0.885591	1.2177485943090816	NC_133884.1	9931439	9947182	LOC141875635	cleavage and polyadenylation specificity factor subunit 2-like	protein_coding	Chr3	9.92
NC_133884.1	9925001	0.883957	1.2128067813937637	NC_133884.1	9949077	9956512	LOC141875857	uncharacterized LOC141875857	protein_coding	Chr3	9.93
NC_133884.1	9935001	0.901785	1.2667251661271082	NC_133884.1	9956517	9961359	LOC141875854	uncharacterized LOC141875854	protein_coding	Chr3	9.94
NC_133884.1	9945001	0.912978	1.300576887033566	NC_133884.1	9961342	9965348	LOC141875856	GPI mannosyltransferase 1-like	protein_coding	Chr3	9.95
NC_133884.1	9945001	0.912978	1.300576887033566	NC_133884.1	9965422	9987287	LOC141875853	uncharacterized LOC141875853	protein_coding	Chr3	9.95
NC_133884.1	9965001	0.911469	1.296013119781905	NC_133884.1	9988250	10003478	LOC141875855	b(0%2C+)-type amino acid transporter 1-like	protein_coding	Chr3	9.97
NC_133884.1	11455001	0.887073	1.222230703697393	NC_133884.1	11420260	11450747	LOC141877089	uncharacterized LOC141877089	protein_coding	Chr3	11.46
NC_133884.1	11455001	0.887073	1.222230703697393	NC_133884.1	11451424	11470052	LOC141877327	uncharacterized LOC141877327	protein_coding	Chr3	11.46
NC_133884.1	11455001	0.887073	1.222230703697393	NC_133884.1	11457568	11459751	LOC141877821	uncharacterized LOC141877821	lncRNA	Chr3	11.46
NC_133884.1	11455001	0.887073	1.222230703697393	NC_133884.1	11470168	11470306	LOC141877995	U4 spliceosomal RNA	snRNA	Chr3	11.46
NC_133884.1	11465001	0.886876	1.2216349037314704	NC_133884.1	11488597	11492982	LOC141877680	cytochrome P450 1A1-like	protein_coding	Chr3	11.47
NC_133884.1	11985001	0.887946	1.22487097461237	NC_133884.1	11960835	11965109	LOC141876995	fibrinogen gamma chain-like	protein_coding	Chr3	11.99
NC_133884.1	11985001	0.887946	1.22487097461237	NC_133884.1	11965854	11972715	LOC141876996	uncharacterized LOC141876996	protein_coding	Chr3	11.99
NC_133884.1	11985001	0.887946	1.22487097461237	NC_133884.1	11975559	11977587	LOC141877563	uncharacterized LOC141877563	lncRNA	Chr3	11.99
NC_133884.1	11985001	0.887946	1.22487097461237	NC_133884.1	11977977	11982195	LOC141877560	uncharacterized LOC141877560	protein_coding	Chr3	11.99
NC_133884.1	11985001	0.887946	1.22487097461237	NC_133884.1	11983099	11989184	LOC141877559	fibrinogen gamma chain-like	protein_coding	Chr3	11.99
NC_133884.1	11985001	0.887946	1.22487097461237	NC_133884.1	11992076	11997222	LOC141877561	programmed cell death protein 5-like	protein_coding	Chr3	11.99
NC_133884.1	11985001	0.887946	1.22487097461237	NC_133884.1	11997731	12017980	LOC141877557	uncharacterized LOC141877557	protein_coding	Chr3	11.99
NC_133884.1	12545001	0.89398	1.2431199948883966	NC_133884.1	12511687	12528829	LOC141876403	lon protease homolog 2%2C peroxisomal-like	protein_coding	Chr3	12.55
NC_133884.1	12545001	0.89398	1.2431199948883966	NC_133884.1	12528856	12545229	LOC141876404	large ribosomal subunit protein mL52-like	protein_coding	Chr3	12.55
NC_133884.1	12545001	0.89398	1.2431199948883966	NC_133884.1	12551696	12553279	LOC141877134	serine protease 23-like	protein_coding	Chr3	12.55
NC_133884.1	12545001	0.89398	1.2431199948883966	NC_133884.1	12558218	12566662	LOC141876386	charged multivesicular body protein 1a-like	protein_coding	Chr3	12.55
NC_133884.1	12545001	0.89398	1.2431199948883966	NC_133884.1	12566747	12578605	LOC141875697	RNA-binding protein 39-like	protein_coding	Chr3	12.55
NC_133884.1	12555001	0.922134	1.3282679758050773	NC_133884.1	12578752	12581003	LOC141875699	RYamide receptor-like	protein_coding	Chr3	12.56
NC_133884.1	12565001	0.922921	1.3306481513034587	NC_133884.1	12586527	12592489	LOC141875698	metallophosphoesterase 1-like	protein_coding	Chr3	12.57
NC_133884.1	12575001	0.921637	1.3267648662463793	NC_133884.1	12590755	12591892	LOC141875701	uncharacterized LOC141875701	lncRNA	Chr3	12.58
NC_133884.1	12575001	0.921637	1.3267648662463793	NC_133884.1	12593968	12600003	LOC141876868	adenosylhomocysteinase B-like	protein_coding	Chr3	12.58
NC_133884.1	12795001	0.914484	1.3051315811892996	NC_133884.1	12755611	12770206	LOC141876828	uncharacterized LOC141876828	protein_coding	Chr3	12.8
NC_133884.1	12795001	0.914484	1.3051315811892996	NC_133884.1	12772787	12779013	LOC141876836	large ribosomal subunit protein uL3-like	protein_coding	Chr3	12.8
NC_133884.1	12795001	0.914484	1.3051315811892996	NC_133884.1	12777886	12783992	LOC141876834	uncharacterized LOC141876834	protein_coding	Chr3	12.8
NC_133884.1	12795001	0.914484	1.3051315811892996	NC_133884.1	12784077	12790380	LOC141876827	serine/threonine-protein kinase ULK4-like	protein_coding	Chr3	12.8
NC_133884.1	12795001	0.914484	1.3051315811892996	NC_133884.1	12794011	12810693	LOC141875929	ranBP-type and C3HC4-type zinc finger-containing protein 1-like	protein_coding	Chr3	12.8
NC_133884.1	12795001	0.914484	1.3051315811892996	NC_133884.1	12810475	12823153	LOC141875930	translin-associated factor X-interacting protein 1-like	protein_coding	Chr3	12.8
NC_133884.1	12805001	0.905193	1.2770322031010395	NC_133884.1	12825274	12863163	LOC141875705	CD109 antigen-like	protein_coding	Chr3	12.81
NC_133884.1	13125001	0.905225	1.2771289827909351	NC_133884.1	13095179	13102339	LOC141876869	uncharacterized LOC141876869	protein_coding	Chr3	13.13
NC_133884.1	13125001	0.905225	1.2771289827909351	NC_133884.1	13103696	13113201	LOC141876865	uncharacterized LOC141876865	protein_coding	Chr3	13.13
NC_133884.1	13125001	0.905225	1.2771289827909351	NC_133884.1	13115517	13127119	LOC141875724	uncharacterized LOC141875724	protein_coding	Chr3	13.13
NC_133884.1	13125001	0.905225	1.2771289827909351	NC_133884.1	13127262	13141994	LOC141875725	poly [ADP-ribose] polymerase 2-like	protein_coding	Chr3	13.13
NC_133884.1	13125001	0.905225	1.2771289827909351	NC_133884.1	13142138	13146577	LOC141875726	uncharacterized LOC141875726	protein_coding	Chr3	13.13
NC_133884.1	13125001	0.905225	1.2771289827909351	NC_133884.1	13146546	13151843	LOC141875727	GTPase Obg-like	protein_coding	Chr3	13.13
NC_133884.1	13135001	0.896709	1.2513734878173453	NC_133884.1	13151898	13175836	LOC141876385	uncharacterized LOC141876385	protein_coding	Chr3	13.14
NC_133884.1	17135001	0.885914	1.21872546430397	NC_133884.1	17097108	17126319	LOC141875427	PH and SEC7 domain-containing protein 1-like	protein_coding	Chr3	17.14
NC_133884.1	17135001	0.885914	1.21872546430397	NC_133884.1	17115037	17116117	LOC141875430	uncharacterized LOC141875430	lncRNA	Chr3	17.14
NC_133884.1	17135001	0.885914	1.21872546430397	NC_133884.1	17116182	17124481	LOC141875429	uncharacterized LOC141875429	lncRNA	Chr3	17.14
NC_133884.1	17135001	0.885914	1.21872546430397	NC_133884.1	17128502	17154261	LOC141875428	sphingosine-1-phosphate lyase 1-like	protein_coding	Chr3	17.14
NC_133884.1	19315001	0.897393	1.2534421536888738	NC_133884.1	19291284	19300478	LOC141875624	NSFL1 cofactor p47-like	protein_coding	Chr3	19.32
NC_133884.1	19315001	0.897393	1.2534421536888738	NC_133884.1	19300506	19312233	LOC141875625	crk-like protein	protein_coding	Chr3	19.32
NC_133884.1	19315001	0.897393	1.2534421536888738	NC_133884.1	19302671	19304094	LOC141875627	uncharacterized LOC141875627	lncRNA	Chr3	19.32
NC_133884.1	19315001	0.897393	1.2534421536888738	NC_133884.1	19318675	19340541	LOC141876801	CCR4-NOT transcription complex subunit 4-like	protein_coding	Chr3	19.32
NC_133884.1	19325001	0.925684	1.339004472652922	NC_133884.1	19341120	19366114	LOC141875811	DNA-binding protein RFX6-like	protein_coding	Chr3	19.33
NC_133884.1	19345001	0.926387	1.3411306014653261	NC_133884.1	19365178	19378971	LOC141875812	glyoxylate reductase/hydroxypyruvate reductase-like	protein_coding	Chr3	19.35
NC_133884.1	21625001	0.892657	1.239118759584256	NC_133884.1	21575206	21602093	LOC141876849	DNA-directed RNA polymerase III subunit RPC2-like	protein_coding	Chr3	21.63
NC_133884.1	21625001	0.892657	1.239118759584256	NC_133884.1	21606413	21607158	LOC141876709	uncharacterized LOC141876709	lncRNA	Chr3	21.63
NC_133884.1	21625001	0.892657	1.239118759584256	NC_133884.1	21607763	21624013	LOC141876708	uncharacterized LOC141876708	protein_coding	Chr3	21.63
NC_133884.1	21625001	0.892657	1.239118759584256	NC_133884.1	21628373	21636331	LOC141875646	splicing factor 3A subunit 2-like	protein_coding	Chr3	21.63
NC_133884.1	21625001	0.892657	1.239118759584256	NC_133884.1	21640251	21645578	LOC141875647	ADP-ribosylation factor 6-like	protein_coding	Chr3	21.63
NC_133884.1	21625001	0.892657	1.239118759584256	NC_133884.1	21649151	21656262	LOC141876562	ADP-ribosylation factor 6	protein_coding	Chr3	21.63
NC_133884.1	21635001	0.890323	1.232059890952462	NC_133884.1	21656305	21660530	LOC141876558	m7GpppX diphosphatase-like	protein_coding	Chr3	21.64
NC_133884.1	21645001	0.890072	1.2313007752598397	NC_133884.1	21661305	21713873	LOC141876550	ras and EF-hand domain-containing protein homolog	protein_coding	Chr3	21.65
NC_133884.1	21845001	0.899399	1.2595090304992331	NC_133884.1	21821826	21828369	LOC141876713	uncharacterized LOC141876713	protein_coding	Chr3	21.85
NC_133884.1	21845001	0.899399	1.2595090304992331	NC_133884.1	21829076	21835915	LOC141876715	uncharacterized LOC141876715	lncRNA	Chr3	21.85
NC_133884.1	21845001	0.899399	1.2595090304992331	NC_133884.1	21843475	21861492	LOC141875835	deubiquitinating protein VCPIP1-like	protein_coding	Chr3	21.85
NC_133884.1	21845001	0.899399	1.2595090304992331	NC_133884.1	21862397	21884216	LOC141875836	RUN domain-containing protein 1-like	protein_coding	Chr3	21.85
NC_133884.1	21845001	0.899399	1.2595090304992331	NC_133884.1	21863228	21863300	Trnat-ggu	transfer RNA threonine (anticodon GGU)	tRNA	Chr3	21.85
NC_133884.1	21865001	0.890242	1.2318149173624127	NC_133884.1	21881272	21886829	LOC141875837	uncharacterized LOC141875837	protein_coding	Chr3	21.87
NC_133884.1	21865001	0.890242	1.2318149173624127	NC_133884.1	21887031	21907214	LOC141875587	L-gulonolactone oxidase-like	protein_coding	Chr3	21.87
NC_133884.1	22475001	0.890854	1.2336658289316749	NC_133884.1	22444644	22450555	LOC141876966	uncharacterized LOC141876966	protein_coding	Chr3	22.48
NC_133884.1	22475001	0.890854	1.2336658289316749	NC_133884.1	22453386	22456617	LOC141877806	uncharacterized LOC141877806	protein_coding	Chr3	22.48
NC_133884.1	22475001	0.890854	1.2336658289316749	NC_133884.1	22460498	22465050	LOC141876776	putative diacylglycerol O-acyltransferase MT1809	protein_coding	Chr3	22.48
NC_133884.1	22475001	0.890854	1.2336658289316749	NC_133884.1	22486679	22496005	LOC141876822	inactive hydroxysteroid dehydrogenase-like protein 1	protein_coding	Chr3	22.48
NC_133884.1	22475001	0.890854	1.2336658289316749	NC_133884.1	22496170	22502459	LOC141876819	sodium-dependent glucose transporter 1A-like	protein_coding	Chr3	22.48
NC_133884.1	22485001	0.905265	1.2772499574033056	NC_133884.1	22502416	22521138	LOC141876818	kinesin-II 95 kDa subunit-like	protein_coding	Chr3	22.49
NC_133884.1	22485001	0.905265	1.2772499574033056	NC_133884.1	22505729	22506498	LOC141876823	uncharacterized LOC141876823	lncRNA	Chr3	22.49
NC_133884.1	22505001	0.897874	1.2548968734026238	NC_133884.1	22521283	22534047	LOC141876821	uncharacterized LOC141876821	protein_coding	Chr3	22.51
NC_133884.1	23295001	0.884617	1.21480286249787	NC_133884.1	23253783	23276437	LOC141876917	synaptojanin-1-like	protein_coding	Chr3	23.3
NC_133884.1	23295001	0.884617	1.21480286249787	NC_133884.1	23279112	23284853	LOC141876975	adenosine receptor A3-like	protein_coding	Chr3	23.3
NC_133884.1	23295001	0.884617	1.21480286249787	NC_133884.1	23281423	23281969	LOC141876977	uncharacterized LOC141876977	lncRNA	Chr3	23.3
NC_133884.1	23295001	0.884617	1.21480286249787	NC_133884.1	23288299	23290613	LOC141876792	tachykinin-like peptides receptor 86C	protein_coding	Chr3	23.3
NC_133884.1	23295001	0.884617	1.21480286249787	NC_133884.1	23293391	23294365	LOC141876134	tachykinin-like peptides receptor 86C	protein_coding	Chr3	23.3
NC_133884.1	23295001	0.884617	1.21480286249787	NC_133884.1	23295805	23296779	LOC141876135	tachykinin-like peptides receptor 86C	protein_coding	Chr3	23.3
NC_133884.1	23295001	0.884617	1.21480286249787	NC_133884.1	23298964	23299938	LOC141876136	tachykinin-like peptides receptor 86C	protein_coding	Chr3	23.3
NC_133884.1	23295001	0.884617	1.21480286249787	NC_133884.1	23301378	23302352	LOC141876137	tachykinin-like peptides receptor 86C	protein_coding	Chr3	23.3
NC_133884.1	23295001	0.884617	1.21480286249787	NC_133884.1	23311152	23318537	LOC141875885	calcium uniporter protein%2C mitochondrial-like	protein_coding	Chr3	23.3
NC_133884.1	23295001	0.884617	1.21480286249787	NC_133884.1	23318687	23330131	LOC141875883	calcium uptake protein 1%2C mitochondrial-like	protein_coding	Chr3	23.3
NC_133884.1	23505001	0.911852	1.2971714516953483	NC_133884.1	23450288	23485306	LOC141875779	protocadherin-like wing polarity protein stan	protein_coding	Chr3	23.51
NC_133884.1	23505001	0.911852	1.2971714516953483	NC_133884.1	23489920	23490001	Trnas-gcu	transfer RNA serine (anticodon GCU)	tRNA	Chr3	23.51
NC_133884.1	23505001	0.911852	1.2971714516953483	NC_133884.1	23497664	23498323	LOC141876888	uncharacterized LOC141876888	protein_coding	Chr3	23.51
NC_133884.1	23505001	0.911852	1.2971714516953483	NC_133884.1	23498799	23541346	LOC141876887	voltage-dependent calcium channel type A subunit alpha-1-like	protein_coding	Chr3	23.51
NC_133884.1	23525001	0.894645	1.2451311978190494	NC_133884.1	23542846	23560284	LOC141877024	uncharacterized LOC141877024	protein_coding	Chr3	23.53
NC_133884.1	24765001	0.885447	1.217313085704549	NC_133884.1	24740198	24745379	LOC141877719	contactin-associated protein-like 2	protein_coding	Chr3	24.77
NC_133884.1	24765001	0.885447	1.217313085704549	NC_133884.1	24747381	24753343	LOC141877140	contactin-associated protein-like 2	protein_coding	Chr3	24.77
NC_133884.1	24765001	0.885447	1.217313085704549	NC_133884.1	24755337	24760187	LOC141877141	contactin-associated protein-like 2	protein_coding	Chr3	24.77
NC_133884.1	24765001	0.885447	1.217313085704549	NC_133884.1	24756771	24759213	LOC141877142	uncharacterized LOC141877142	lncRNA	Chr3	24.77
NC_133884.1	24765001	0.885447	1.217313085704549	NC_133884.1	24762812	24768100	LOC141877139	contactin-associated protein-like 2	protein_coding	Chr3	24.77
NC_133884.1	24765001	0.885447	1.217313085704549	NC_133884.1	24770864	24770938	Trnaa-ggc	transfer RNA alanine (anticodon GGC)	tRNA	Chr3	24.77
NC_133884.1	24775001	0.884796	1.2153442238882262	NC_133884.1	24793028	24799186	LOC141877575	beta-1%2C4-N-acetylgalactosaminyltransferase 3-like	protein_coding	Chr3	24.78
NC_133884.1	24775001	0.884796	1.2153442238882262	NC_133884.1	24799864	24804525	LOC141877351	di-N-acetylchitobiase-like	protein_coding	Chr3	24.78
NC_133884.1	25015001	0.898875	1.257924263077185	NC_133884.1	24988179	25005256	LOC141875876	secreted frizzled-related protein 3-like	protein_coding	Chr3	25.02
NC_133884.1	25015001	0.898875	1.257924263077185	NC_133884.1	25012123	25013850	LOC141877305	uncharacterized LOC141877305	protein_coding	Chr3	25.02
NC_133884.1	25015001	0.898875	1.257924263077185	NC_133884.1	25018738	25030672	LOC141875709	uncharacterized LOC141875709	protein_coding	Chr3	25.02
NC_133884.1	25015001	0.898875	1.257924263077185	NC_133884.1	25030840	25056530	LOC141875710	L-amino-acid oxidase-like	protein_coding	Chr3	25.02
NC_133884.1	25015001	0.898875	1.257924263077185	NC_133884.1	25033020	25039126	LOC141875713	uncharacterized LOC141875713	lncRNA	Chr3	25.02
NC_133884.1	25025001	0.89375	1.2424243908672687	NC_133884.1	25040887	25043300	LOC141875711	uncharacterized LOC141875711	protein_coding	Chr3	25.03
NC_133884.1	25045001	0.899942	1.2611512608621571	NC_133884.1	25067747	25099367	LOC141877828	uncharacterized LOC141877828	protein_coding	Chr3	25.05
NC_133884.1	25055001	0.895136	1.2466161611858921	NC_133884.1	25074038	25084798	LOC141877829	uncharacterized LOC141877829	protein_coding	Chr3	25.06
NC_133884.1	25535001	0.90688	1.2821343073777476	NC_133884.1	25500532	25512770	LOC141876663	soluble guanylate cyclase 88E-like	protein_coding	Chr3	25.54
NC_133884.1	25535001	0.90688	1.2821343073777476	NC_133884.1	25501125	25513386	LOC141876699	uncharacterized LOC141876699	lncRNA	Chr3	25.54
NC_133884.1	25535001	0.90688	1.2821343073777476	NC_133884.1	25513997	25522393	LOC141876678	arrestin domain-containing protein 3-like	protein_coding	Chr3	25.54
NC_133884.1	25535001	0.90688	1.2821343073777476	NC_133884.1	25526750	25547662	LOC141876683	NADP-dependent oxidoreductase domain-containing protein 1-like	protein_coding	Chr3	25.54
NC_133884.1	25535001	0.90688	1.2821343073777476	NC_133884.1	25531578	25532840	LOC141876692	uncharacterized LOC141876692	protein_coding	Chr3	25.54
NC_133884.1	25535001	0.90688	1.2821343073777476	NC_133884.1	25548797	25549375	LOC141876702	uncharacterized LOC141876702	lncRNA	Chr3	25.54
NC_133884.1	25535001	0.90688	1.2821343073777476	NC_133884.1	25553617	25572654	LOC141876661	soluble guanylate cyclase 88E-like	protein_coding	Chr3	25.54
NC_133884.1	25545001	0.908333	1.2865287101720906	NC_133884.1	25568279	25572765	LOC141876703	uncharacterized LOC141876703	lncRNA	Chr3	25.55
NC_133884.1	25555001	0.914459	1.3050559720565684	NC_133884.1	25576104	25589901	LOC141876675	serine/threonine-protein kinase Nek5-like	protein_coding	Chr3	25.56
NC_133884.1	25565001	0.903285	1.2712617140909865	NC_133884.1	25589976	25602313	LOC141876688	E3 ubiquitin-protein ligase RING2-like	protein_coding	Chr3	25.57
NC_133884.1	25585001	0.893177	1.2406914295450673	NC_133884.1	25602444	25604647	LOC141876668	uncharacterized LOC141876668	protein_coding	Chr3	25.59
NC_133884.1	25585001	0.893177	1.2406914295450673	NC_133884.1	25604936	25619751	LOC141876664	uncharacterized LOC141876664	protein_coding	Chr3	25.59
NC_133884.1	25805001	0.883981	1.2128793661611859	NC_133884.1	25676213	25799237	LOC141876653	MAM and LDL-receptor class A domain-containing protein 2	protein_coding	Chr3	25.81
NC_133884.1	25805001	0.883981	1.2128793661611859	NC_133884.1	25804889	25815006	LOC141876673	UDP-N-acetylhexosamine pyrophosphorylase-like	protein_coding	Chr3	25.81
NC_133884.1	25805001	0.883981	1.2128793661611859	NC_133884.1	25817090	25821298	LOC141876695	uncharacterized LOC141876695	protein_coding	Chr3	25.81
NC_133884.1	25805001	0.883981	1.2128793661611859	NC_133884.1	25823620	25831589	LOC141876674	UDP-N-acetylhexosamine pyrophosphorylase-like	protein_coding	Chr3	25.81
NC_133885.1	20005001	0.897379	2.0198211841551013	NC_133885.1	19975251	19998271	LOC141879867	WASH complex subunit 4-like	protein_coding	Chr4	20.01
NC_133885.1	20005001	0.897379	2.0198211841551013	NC_133885.1	19998419	20008738	LOC141879870	steroid 17-alpha-hydroxylase/17%2C20 lyase-like	protein_coding	Chr4	20.01
